-0.015593	0.073361
-0.044084	0.060676
-0.055736	0.050185
-0.064952	0.0375
-0.071329	0.023176
-0.074589	-0.00784
-0.071329	-0.023176
-0.064952	-0.0375
-0.055736	-0.050185
-0.030505	-0.068516
-0.015593	-0.073361
0	-0.075
0.015593	-0.073361
0.044084	-0.060676
0.055736	-0.050185
0.064952	-0.0375
0.071329	-0.023176
0.074589	0.00784
0.071329	0.023176
0.064952	0.0375
0.055736	0.050185
0.030505	0.068516
0.015593	0.073361
0	0.075
-0.030505	0.068516
-0.074589	0.00784
-0.044084	-0.060676
0.030505	-0.068516
0.074589	-0.00784
0.044084	0.060676
-0.023007	0.052963
-0.058158	0.017479
-0.053872	-0.032086
-0.012423	-0.059733
0.044447	-0.039441
0.055492	0.020589
0.044495	0.045005
0.039588	0.054322
-0.026091	0.034139
-0.06119	-0.007814
-0.024634	-0.056023
0.034834	-0.047867
0.058888	0.007581
0.019338	0.043204
-0.010339	0.056569
0.003	0.057925
-0.05246	0.029032
-0.010384	0.026367
-0.058899	-0.020335
-0.029804	-0.040658
0.016469	-0.041457
0.04472	0.006599
-0.061114	0.00504
-0.046176	-0.042329
-0.000042	-0.06154
0.012037	-0.059374
0.052154	-0.029229
0.05653	-0.017491
0.05037	0.033266
0.016478	0.057478
0.032188	0.043474
0.023695	-0.054601
0.059569	-0.005483
-0.005146	0.04166
-0.047133	0.012338
0.006901	0.042938
-0.047641	-0.017889
-0.049236	-0.00775
-0.041774	0.020918
-0.036141	-0.050372
-0.034576	0.028088
-0.038449	-0.035394
-0.044413	0.03895
-0.000299	0.028252
-0.018569	0.022157
-0.037372	-0.016236
-0.026028	0.017251
-0.038305	0.000904
0.023301	0.029906
-0.006055	0.016866
-0.017685	-0.020853
-0.010816	0.01119
-0.033237	0.012371
-0.016412	-0.032578
-0.008998	-0.046948
0.003053	0.01526
0.027552	0.016613
-0.018547	0.006169
0.00157	0.000444
0.040897	0.018605
-0.002907	-0.034053
-0.006272	-0.018554
0.032173	0.003103
-0.000641	-0.051247
0.00953	-0.029002
0.006492	-0.015573
0.039982	-0.011146
0.018171	0.000471
0.023151	-0.015692
0.033991	-0.028681
0.01112	0.029133
0.029392	0.055948
-0.034458	0.046962
-0.016188	0.038813
-0.04932	0.002573
-0.044291	-0.02734
-0.019774	-0.044211
0.026233	-0.035937
0.041448	-0.02305
0.047688	-0.003321
0.036502	0.031124
-0.039222	0.008503
-0.037583	-0.007882
-0.03341	-0.030249
-0.026314	-0.031709
0.00671	-0.046444
0.014996	0.015236
0.019245	-0.026629
-0.027788	0.002376
-0.011495	-0.005462
-0.024134	-0.009416
-0.026656	-0.023088
-0.035506	-0.024102
-0.029128	-0.016243
-0.2	-0.046154
-0.2	-0.061538
-0.2	-0.076923
-0.2	-0.092308
-0.2	-0.107692
-0.2	-0.123077
-0.2	-0.138462
-0.2	-0.153846
-0.2	-0.169231
-0.2	-0.184615
-0.2	-0.2
-0.2	0.2
0.2	0.2
0.2	-0.2
-0.184615	-0.2
-0.169231	-0.2
-0.153846	-0.2
-0.138462	-0.2
-0.123077	-0.2
-0.107692	-0.2
-0.092308	-0.2
-0.076923	-0.2
-0.061538	-0.2
-0.046154	-0.2
-0.030769	-0.2
-0.015385	-0.2
0	-0.2
0.015385	-0.2
0.030769	-0.2
0.046154	-0.2
0.061538	-0.2
0.076923	-0.2
0.092308	-0.2
0.107692	-0.2
0.123077	-0.2
0.138462	-0.2
0.153846	-0.2
0.169231	-0.2
0.184615	-0.2
0.2	-0.184615
0.2	-0.169231
0.2	-0.153846
0.2	-0.138462
0.2	-0.123077
0.2	-0.107692
0.2	-0.092308
0.2	-0.076923
0.2	-0.061538
0.2	-0.046154
0.2	-0.030769
0.2	-0.015385
0.2	0
0.2	0.015385
0.2	0.030769
0.2	0.046154
0.2	0.061538
0.2	0.076923
0.2	0.092308
0.2	0.107692
0.2	0.123077
0.2	0.138462
0.2	0.153846
0.2	0.169231
0.2	0.184615
0.184615	0.2
0.169231	0.2
0.153846	0.2
0.138462	0.2
0.123077	0.2
0.107692	0.2
0.092308	0.2
0.076923	0.2
0.061538	0.2
0.046154	0.2
0.030769	0.2
0.015385	0.2
0	0.2
-0.015385	0.2
-0.030769	0.2
-0.046154	0.2
-0.061538	0.2
-0.076923	0.2
-0.092308	0.2
-0.107692	0.2
-0.123077	0.2
-0.138462	0.2
-0.153846	0.2
-0.169231	0.2
-0.184615	0.2
-0.2	0.184615
-0.2	0.169231
-0.2	0.153846
-0.2	0.138462
-0.2	0.123077
-0.2	0.107692
-0.2	0.092308
-0.2	0.076923
-0.2	0.061538
-0.2	0.046154
-0.2	0.030769
-0.2	0.015385
-0.2	0
-0.2	-0.015385
-0.2	-0.030769
0.07597	-0.18522
0.107841	-0.184329
-0.060316	0.184854
-0.091714	0.184786
0.185651	0.013261
-0.185855	-0.013466
0.139124	-0.184599
0.123621	-0.184384
0.091793	-0.184572
0.060192	-0.185808
0.04452	-0.186007
0.029353	-0.18596
0.01421	-0.185962
-0.001311	-0.185794
-0.016873	-0.185399
-0.032545	-0.185126
-0.04813	-0.185021
-0.063338	-0.18531
-0.078588	-0.185757
-0.093819	-0.186111
-0.108994	-0.186131
-0.124201	-0.185873
-0.139292	-0.185547
-0.154364	-0.185235
0.183831	0.106793
0.18448	0.090874
0.185342	0.075055
0.185907	0.059406
0.186	0.043907
0.185779	0.028695
0.185758	-0.001984
0.186073	-0.017006
0.186335	-0.032109
0.186386	-0.047234
0.186341	-0.062266
0.186333	-0.077405
0.186333	-0.092656
0.186249	-0.108036
0.186018	-0.123437
0.18571	-0.138794
0.185395	-0.154144
0.185127	-0.169505
0.184884	-0.184805
-0.138687	0.184558
-0.123158	0.184535
-0.107493	0.18467
-0.075933	0.184776
-0.044822	0.18534
-0.029316	0.185949
-0.013892	0.186368
0.001461	0.186058
0.016825	0.185824
0.032193	0.185798
0.047473	0.18592
0.062687	0.186111
0.077983	0.186248
0.093307	0.186313
0.108501	0.186248
0.123682	0.185992
0.138929	0.185662
0.154191	0.185349
0.169443	0.185064
0.184711	0.184817
-0.184709	-0.169371
-0.184758	-0.106938
-0.185192	-0.091214
-0.185862	-0.075568
-0.186435	-0.060028
-0.18621	-0.044568
-0.185995	-0.028977
-0.18603	0.00183
-0.186203	0.01703
-0.186244	0.032237
-0.186146	0.047516
-0.186081	0.062728
-0.186235	0.07794
-0.186342	0.093292
-0.186167	0.108473
-0.18585	0.123644
-0.185535	0.138877
-0.185258	0.154138
-0.185026	0.169445
-0.184818	0.184743
-0.074887	-0.047179
-0.075286	0.054135
0.0751	-0.055013
0.074741	0.04734
0.03329	0.080068
-0.034689	-0.079077
0.035696	-0.082259
-0.036658	0.079959
-0.002079	-0.088698
0.017705	-0.092679
0.079676	0.036428
0.084563	-0.036519
-0.08452	0.036385
-0.079782	-0.036374
-0.020153	0.089806
-0.00018	0.087911
0.09	0.007536
-0.090073	-0.00726
-0.087824	0.008583
-0.091494	-0.022589
0.087815	-0.008409
0.091354	0.02289
0.063289	-0.062922
0.066099	0.06434
-0.063623	0.061755
-0.066496	-0.063219
-0.050769	0.070833
-0.050073	-0.071863
0.050268	-0.072357
0.049389	0.073652
0.107865	-0.168971
0.087556	0.05281
0.068595	0.083213
-0.10711	0.1698
-0.169494	-0.18498
-0.087989	-0.052761
0.00246	0.172135
0.093773	0.172839
0.171103	-0.004215
0.101538	-0.0098
0.172903	-0.04822
0.02803	-0.171698
0.032514	-0.108398
-0.002297	-0.172241
-0.110177	-0.172649
-0.172129	0.003795
-0.101672	0.010243
-0.172496	0.048727
-0.027219	0.172123
-0.035058	0.101374
0.170144	-0.169518
0.154416	-0.184745
0.0822	-0.068561
-0.068373	-0.080839
0.154058	0.170351
0.138828	0.170984
0.184075	0.138372
0.18375	0.122609
0.167499	0.105493
0.1241	-0.168831
-0.169858	0.169434
-0.154138	0.184646
-0.082832	0.067252
-0.154518	-0.17007
-0.124997	-0.171868
-0.095603	-0.172445
-0.169396	-0.106062
-0.123025	0.169215
-0.058372	0.081856
-0.105265	-0.005235
-0.050576	-0.169499
0.057195	-0.08379
0.104921	0.005835
0.048618	0.172019
0.043141	-0.172576
-0.042859	0.17088
0.171484	0.011361
-0.171719	-0.011635
0.172662	-0.06284
0.058798	-0.172485
-0.034233	-0.170293
-0.018029	-0.170944
-0.053997	-0.085196
-0.184534	-0.122547
-0.184513	-0.138146
-0.139714	-0.170888
